,cohort,dimension,label,canonical_label
3879,people,activities,being_hairdressed,hairdressing
3880,people,activities,being_recorded,recording
3881,people,activities,blocking road,road
3882,people,activities,blocking_road,road
3883,people,activities,boarding,boarding
3884,people,activities,browsing books,book
3885,people,activities,browsing glasses,glasses
3886,people,activities,browsing shelf,shelf
3887,people,activities,browsing_books,book
3888,people,activities,browsing_glasses,glasses
3889,people,activities,brushwork,brush
3890,people,activities,bundling plants,plant
3891,people,activities,cable row,cable
3892,people,activities,carrying bags,carrying
3893,people,activities,carrying boxes,box
3894,people,activities,carrying broom,broom
3895,people,activities,carrying bucket,bucket
3896,people,activities,carrying case,case
3897,people,activities,carrying cloth,cloth
3898,people,activities,carrying drinks,drink
3899,people,activities,carrying fruit,fruit
3900,people,activities,carrying groceries,grocery
3901,people,activities,carrying pallet,pallet
3902,people,activities,carrying produce,produce
3903,people,activities,carrying supplies,supply
3904,people,activities,carrying tomatoes,tomato
3905,people,activities,carrying tool,tool
3906,people,activities,carrying trash bag,bag
3907,people,activities,carrying_basket,carrying
3908,people,activities,carrying_bucket,bucket
3909,people,activities,carrying_item,item
3910,people,activities,carrying_jug,jug
3911,people,activities,carrying_watering_can,watering
3912,people,activities,carving stone,stone
3913,people,activities,checking,checking
3914,people,activities,checking airway,airway
3915,people,activities,checking bed,bed
3916,people,activities,checking computer,computer
3917,people,activities,checking device,checking
3918,people,activities,checking documents,document
3919,people,activities,checking engine,engine
3920,people,activities,checking equipment,equipment
3921,people,activities,checking items,item
3922,people,activities,checking machine,machine
3923,people,activities,checking medication,medication
3924,people,activities,checking monitor,screen
3925,people,activities,checking neck,neck
3926,people,activities,checking notes,note
3927,people,activities,checking passport,passport
3928,people,activities,checking produce,produce
3929,people,activities,checking shelves,shelf
3930,people,activities,checking ticket,ticket
3931,people,activities,checking tomatoes,tomato
3932,people,activities,checking train,train
3933,people,activities,checking vehicle,vehicle
3934,people,activities,checking_bed,bed
3935,people,activities,checking_hands,hand
3936,people,activities,checking_monitors,screen
3937,people,activities,checking_screen,screen
3938,people,activities,checking_supplies,supply
3939,people,activities,choosing produce,produce
3940,people,activities,choosing_produce,produce
3941,people,activities,collecting samples,sample
3942,people,activities,collecting_sample,collecting
3943,people,activities,combing_hair,hair
3944,people,activities,communicating,communicating
3945,people,activities,computer_use,computer
3946,people,activities,computer_work,computer
3947,people,activities,connecting_wires,connecting
3948,people,activities,consulting,consulting
3949,people,activities,conversation,conversation
3950,people,activities,conversing,conversing
3951,people,activities,counting pills,pill
3952,people,activities,curling,curling
3953,people,activities,cutting food,food
3954,people,activities,cutting tomatoes,tomato
3955,people,activities,cutting wires,wire
3956,people,activities,cutting_hair,cutting
3957,people,activities,cutting_strawberry,strawberry
3958,people,activities,dental drilling,dental
3959,people,activities,dental exam,dental
3960,people,activities,dental examination,dental
3961,people,activities,dental procedure,dental
3962,people,activities,dental treatment,dental
3963,people,activities,dental work,dental
3964,people,activities,discussing,discussing
3965,people,activities,dispensing,dispensing
3966,people,activities,drilling,drill
3967,people,activities,drinking water,water
3968,people,activities,driving train,train
3969,people,activities,drying hair,hair
3970,people,activities,dumbbell_curls,dumbbell
3971,people,activities,editing,editing
3972,people,activities,en pointe,pointe
3973,people,activities,enter_pin,pin
3974,people,activities,entering,entering
3975,people,activities,entering doorway,doorway
3976,people,activities,entering fire,fire
3977,people,activities,entering PIN,pin
3978,people,activities,entering room,room
3979,people,activities,entering truck,truck
3980,people,activities,entering_fire,fire
3981,people,activities,examining display,display
3982,people,activities,examining fabric,fabric
3983,people,activities,examining face,face
3984,people,activities,examining flask,flask
3985,people,activities,examining flowers,flower
3986,people,activities,examining fruit,fruit
3987,people,activities,examining glasses,glasses
3988,people,activities,examining glassware,glassware
3989,people,activities,examining instrument,instrument
3990,people,activities,examining liquid,liquid
3991,people,activities,examining medication,medication
3992,people,activities,examining model,model
3993,people,activities,examining moss,moss
3994,people,activities,examining notes,note
3995,people,activities,examining plants,plant
3996,people,activities,examining product,product
3997,people,activities,examining screen,screen
3998,people,activities,examining screens,screen
3999,people,activities,examining seeds,seed
4000,people,activities,examining sheet,sheet
4001,people,activities,examining skull,skull
4002,people,activities,examining teeth,tooth
4003,people,activities,examining vials,vial
4004,people,activities,examining_blueprint,blueprint
4005,people,activities,examining_test_tubes,test_tube
4006,people,activities,examining_vial,vial
4007,people,activities,exchanging cash,cash
4008,people,activities,exercising,exercising
4009,people,activities,exiting,exiting
4010,people,activities,exiting car,car
4011,people,activities,extending hands,hand
4012,people,activities,facing bar,bar
4013,people,activities,facing door,door
4014,people,activities,facing forward,forward
4015,people,activities,facing instrument,instrument
4016,people,activities,facing stage,stage
4017,people,activities,facing street,street
4018,people,activities,facing truck,truck
4019,people,activities,facing_board,board
4020,people,activities,facing_forward,forward
4021,people,activities,facing_house,house
4022,people,activities,facing_shelves,shelf
4023,people,activities,facing_stage,stage
4024,people,activities,facing_train,train
4025,people,activities,firefighting,firefighting
4026,people,activities,fixing sink,sink
4027,people,activities,flipping pages,page
4028,people,activities,flipping pan,pan
4029,people,activities,folding arms,arm
4030,people,activities,gathering,gathering
4031,people,activities,gathering seedlings,seedling
4032,people,activities,gazing,gazing
4033,people,activities,getting_haircut,getting
4034,people,activities,giving injection,injection
4035,people,activities,giving item,item
4036,people,activities,grabbing,grabbing
4037,people,activities,grabbing bottle,bottle
4038,people,activities,grabbing pineapple,pineapple
4039,people,activities,grabbing_item,grabbing
4040,people,activities,grating,grating
4041,people,activities,grinding metal,metal
4042,people,activities,grinding_metal,metal
4043,people,activities,gripping,gripping
4044,people,activities,gripping handle,handle
4045,people,activities,gripping handles,handle
4046,people,activities,gripping lever,lever
4047,people,activities,gripping rebar,rebar
4048,people,activities,gripping_bar,bar
4049,people,activities,gripping_handle,handle
4050,people,activities,grocery shopping,grocery
4051,people,activities,grocery_shopping,grocery
4052,people,activities,guiding,guiding
4053,people,activities,hair being combed,hair
4054,people,activities,hair brushing,hair
4055,people,activities,hair drying,hair
4056,people,activities,hair styling,hair
4057,people,activities,hair_treatment,hair
4058,people,activities,haircut,haircut
4059,people,activities,hand extended,hand
4060,people,activities,hand on chest,hand
4061,people,activities,hand_on_car,hand
4062,people,activities,handing card,card
4063,people,activities,handing cash,cash
4064,people,activities,handing document,document
4065,people,activities,handing glasses,glasses
4066,people,activities,handing items,item
4067,people,activities,handing medication,medication
4068,people,activities,handing pad,pad
4069,people,activities,handing papers,paper
4070,people,activities,handing tablet,tablet
4071,people,activities,handing ticket,ticket
4072,people,activities,handling apparatus,apparatus
4073,people,activities,handling asparagus,asparagus
4074,people,activities,handling bag,bag
4075,people,activities,handling beaker,beaker
4076,people,activities,handling block,block
4077,people,activities,handling books,book
4078,people,activities,handling bottles,bottle
4079,people,activities,handling boxes,box
4080,people,activities,handling brushes,brush
4081,people,activities,handling cans,can
4082,people,activities,handling cart,cart
4083,people,activities,handling cash,cash
4084,people,activities,handling cloth,cloth
4085,people,activities,handling crop,crop
4086,people,activities,handling dough,dough
4087,people,activities,handling electrical panel,panel
4088,people,activities,handling fruit,fruit
4089,people,activities,handling gear,gear
4090,people,activities,handling glass,glass
4091,people,activities,handling glasses,glasses
4092,people,activities,handling greens,greens
4093,people,activities,handling ice cream,ice_cream
4094,people,activities,handling jar,jar
4095,people,activities,handling jars,jar
4096,people,activities,handling laundry,laundry
4097,people,activities,handling leaf,leaf
4098,people,activities,handling liquids,liquid
4099,people,activities,handling materials,material
4100,people,activities,handling medical bag,bag
4101,people,activities,handling medical kit,kit
4102,people,activities,handling medicines,medicine
4103,people,activities,handling metal,metal
4104,people,activities,handling oranges,orange
4105,people,activities,handling package,package
4106,people,activities,handling part,part
4107,people,activities,handling peppers,pepper
4108,people,activities,handling pills,pill
4109,people,activities,handling pipe,pipe
4110,people,activities,handling pipette,pipette
4111,people,activities,handling planks,plank
4112,people,activities,handling powder,powder
4113,people,activities,handling product,product
4114,people,activities,handling products,product
4115,people,activities,handling rebar,rebar
4116,people,activities,handling samples,sample
4117,people,activities,handling seedling,seedling
4118,people,activities,handling seedlings,seedling
4119,people,activities,handling syringe,syringe
4120,people,activities,handling test tube,test_tube
4121,people,activities,handling test tubes,test_tube
4122,people,activities,handling tomatoes,tomato
4123,people,activities,handling tool,tool
4124,people,activities,handling tubes,tube
4125,people,activities,handling tweezers,tweezer
4126,people,activities,handling vegetables,vegetable
4127,people,activities,handling vial,vial
4128,people,activities,handling_cash,cash
4129,people,activities,handling_flask,handling
4130,people,activities,handling_glassware,handling
4131,people,activities,handling_liquid,liquid
4132,people,activities,handling_material,material
4133,people,activities,handling_packages,package
4134,people,activities,handling_product,product
4135,people,activities,handling_register,register
4136,people,activities,handling_tubes,tube
4137,people,activities,hands on hips,hip
4138,people,activities,hands_on_wheel,wheel
4139,people,activities,handshake,handshake
4140,people,activities,having hair combed,hair
4141,people,activities,having hair cut,hair
4142,people,activities,having_hair_cut,hair
4143,people,activities,heating blade,blade
4144,people,activities,holding-trowel,trowel
4145,people,activities,holding axe,axe
4146,people,activities,holding bar,bar
4147,people,activities,holding bell pepper,pepper
4148,people,activities,holding beverages,beverage
4149,people,activities,holding binder,binder
4150,people,activities,holding binoculars,binocular
4151,people,activities,holding blade,blade
4152,people,activities,holding blanket,blanket
4153,people,activities,holding blue cloth,cloth
4154,people,activities,holding blueprint,blueprint
4155,people,activities,holding books,book
4156,people,activities,holding bottles,bottle
4157,people,activities,holding bouquet,bouquet
4158,people,activities,holding bow,bow
4159,people,activities,holding brick,brick
4160,people,activities,holding briefcase,briefcase
4161,people,activities,holding brochure,brochure
4162,people,activities,holding broom,broom
4163,people,activities,holding buckets,bucket
4164,people,activities,holding bundle,bundle
4165,people,activities,holding can,can
4166,people,activities,holding canvas,canvas
4167,people,activities,holding cape,cape
4168,people,activities,holding card terminal,terminal
4169,people,activities,holding cards,card
4170,people,activities,holding carton,carton
4171,people,activities,holding case,case
4172,people,activities,holding clip,clip
4173,people,activities,holding cocktail,cocktail
4174,people,activities,holding controller,controller
4175,people,activities,holding cucumbers,cucumber
4176,people,activities,holding curling iron,iron
4177,people,activities,holding cylinder,cylinder
4178,people,activities,holding dental handpiece,handpiece
4179,people,activities,holding dental instrument,instrument
4180,people,activities,holding dental instruments,instrument
4181,people,activities,holding dental tool,tool
4182,people,activities,holding dental tools,tool
4183,people,activities,holding denture,denture
4184,people,activities,holding documents,document
4185,people,activities,holding drill,drill
4186,people,activities,holding dumbbell,dumbbell
4187,people,activities,holding dumbbells,dumbbell
4188,people,activities,holding dustpan,dustpan
4189,people,activities,holding eggs,egg
4190,people,activities,holding firearm,firearm
4191,people,activities,holding folders,folder
4192,people,activities,holding football,football
4193,people,activities,holding forceps,forceps
4194,people,activities,holding frame,frame
4195,people,activities,holding fruits,fruit
4196,people,activities,holding glassware,glassware
4197,people,activities,holding guitar,guitar
4198,people,activities,holding hairdryer,hairdryer
4199,people,activities,holding hammer,hammer
4200,people,activities,holding handheld device,device
4201,people,activities,holding head,head
4202,people,activities,holding herbs,herb
4203,people,activities,holding instruments,instrument
4204,people,activities,holding items,item
4205,people,activities,holding keyboard,keyboard
4206,people,activities,holding lamp,lamp
4207,people,activities,holding laptop,laptop
4208,people,activities,holding level,level
4209,people,activities,holding luggage,luggage
4210,people,activities,holding mic,mic
4211,people,activities,holding model,model
4212,people,activities,holding moka pot,pot
4213,people,activities,holding monitor,screen
4214,people,activities,holding multimeter,multimeter
4215,people,activities,holding oranges,orange
4216,people,activities,holding packaged food,food
4217,people,activities,holding packaged goods,goods
4218,people,activities,holding palette,palette
4219,people,activities,holding pallet,pallet
4220,people,activities,holding part,part
4221,people,activities,holding pencils,pencil
4222,people,activities,holding peppers,pepper
4223,people,activities,holding pill bottle,bottle
4224,people,activities,holding pill bottles,bottle
4225,people,activities,holding pills,pill
4226,people,activities,holding pizza,pizza
4227,people,activities,holding plan,plan
4228,people,activities,holding plans,plan
4229,people,activities,holding plastic,plastic
4230,people,activities,holding plastic bag,bag
4231,people,activities,holding plates,plate
4232,people,activities,holding railing,railing
4233,people,activities,holding ruler,ruler
4234,people,activities,holding sample,sample
4235,people,activities,holding scales,scale
4236,people,activities,holding scissors,scissors
4237,people,activities,holding seedlings,seedling
4238,people,activities,holding shaft,shaft
4239,people,activities,holding shaker,shaker
4240,people,activities,holding shelf,shelf
4241,people,activities,holding snack,snack
4242,people,activities,holding spatula,spatula
4243,people,activities,holding stethoscope,stethoscope
4244,people,activities,holding strap,strap
4245,people,activities,holding stylus,stylus
4246,people,activities,holding sword,sword
4247,people,activities,holding syringe,syringe
4248,people,activities,holding terminal,terminal
4249,people,activities,holding tools,tool
4250,people,activities,holding torch,torch
4251,people,activities,holding tube,tube
4252,people,activities,holding vials,vial
4253,people,activities,holding water bottle,bottle
4254,people,activities,holding wheel,wheel
4255,people,activities,holding workpiece,workpiece
4256,people,activities,holding yellow bucket,bucket
4257,people,activities,holding yoke,yoke
4258,people,activities,holding_apples,apple
4259,people,activities,holding_barbell,barbell
4260,people,activities,holding_binder,binder
4261,people,activities,holding_blister_pack,pack
4262,people,activities,holding_board,board
4263,people,activities,holding_booklet,booklet
4264,people,activities,holding_books,book
4265,people,activities,holding_boxes,box
4266,people,activities,holding_card,card
4267,people,activities,holding_case,case
4268,people,activities,holding_clippers,clipper
4269,people,activities,holding_cloth,cloth
4270,people,activities,holding_clutch,clutch
4271,people,activities,holding_crate,crate
4272,people,activities,holding_crates,crate
4273,people,activities,holding_cross,cross
4274,people,activities,holding_cup,cup
4275,people,activities,holding_cylinder,cylinder
4276,people,activities,holding_dental_tools,tool
4277,people,activities,holding_drill,drill
4278,people,activities,holding_eggs,egg
4279,people,activities,holding_files,file
4280,people,activities,holding_flowers,flower
4281,people,activities,holding_frames,frame
4282,people,activities,holding_gauze,gauze
4283,people,activities,holding_greens,greens
4284,people,activities,holding_hair,hair
4285,people,activities,holding_hand,hand
4286,people,activities,holding_id,id
4287,people,activities,holding_instruments,instrument
4288,people,activities,holding_jar,jar
4289,people,activities,holding_lettuce,lettuce
4290,people,activities,holding_level,level
4291,people,activities,holding_luggage,luggage
4292,people,activities,holding_metal,metal
4293,people,activities,holding_metal_bucket,bucket
4294,people,activities,holding_mic,mic
4295,people,activities,holding_mug,mug
4296,people,activities,holding_notepad,notepad
4297,people,activities,holding_nozzle,nozzle
4298,people,activities,holding_packaged_fruit,fruit
4299,people,activities,holding_packages,package
4300,people,activities,holding_pencil,pencil
4301,people,activities,holding_pepper,pepper
4302,people,activities,holding_peppers,pepper
4303,people,activities,holding_pills,pill
4304,people,activities,holding_pipe,pipe
4305,people,activities,holding_pipette,pipette
4306,people,activities,holding_plant,plant
4307,people,activities,holding_product,product
4308,people,activities,holding_radio,radio
4309,people,activities,holding_rebar,rebar
4310,people,activities,holding_scanner,scanner
4311,people,activities,holding_shelf,shelf
4312,people,activities,holding_shopping_cart,cart
4313,people,activities,holding_stand,stand
4314,people,activities,holding_steering_wheel,wheel
4315,people,activities,holding_supplies,supply
4316,people,activities,holding_sword,sword
4317,people,activities,holding_syringe,syringe
4318,people,activities,holding_tape,tape
4319,people,activities,holding_test_tube,tube
4320,people,activities,holding_tomatoes,tomato
4321,people,activities,holding_tongs,tong
4322,people,activities,holding_torch,torch
4323,people,activities,holding_tray,tray
4324,people,activities,holding_tube,tube
4325,people,activities,holding_utensil,utensil
4326,people,activities,holding_vial,vial
4327,people,activities,holding_weapon,weapon
4328,people,activities,holding_yoke,yoke
4329,people,activities,hosing,hosing
4330,people,activities,injecting,injecting
4331,people,activities,inserting card,card
4332,people,activities,inside_cab,cab
4333,people,activities,inspecting aisle,aisle
4334,people,activities,inspecting apple,apple
4335,people,activities,inspecting bag,bag
4336,people,activities,inspecting bottles,bottle
4337,people,activities,inspecting cargo,cargo
4338,people,activities,inspecting conveyor,conveyor
4339,people,activities,inspecting equipment,equipment
4340,people,activities,inspecting eyeglasses,eyeglass
4341,people,activities,inspecting fabric,fabric
4342,people,activities,inspecting frames,frame
4343,people,activities,inspecting guitar,guitar
4344,people,activities,inspecting jars,jar
4345,people,activities,inspecting material,material
4346,people,activities,inspecting medication,medication
4347,people,activities,inspecting metal,metal
4348,people,activities,inspecting meter,meter
4349,people,activities,inspecting packaging,package
4350,people,activities,inspecting pallets,pallet
4351,people,activities,inspecting parts,part
4352,people,activities,inspecting plants,plant
4353,people,activities,inspecting product,product
4354,people,activities,inspecting products,product
4355,people,activities,inspecting rebar,rebar
4356,people,activities,inspecting sample,sample
4357,people,activities,inspecting screen,screen
4358,people,activities,inspecting stacks,stack
4359,people,activities,inspecting ticket,ticket
4360,people,activities,inspecting tickets,ticket
4361,people,activities,inspecting tomatoes,tomato
4362,people,activities,inspecting train,train
4363,people,activities,inspecting truck,truck
4364,people,activities,inspecting vegetables,vegetable
4365,people,activities,inspecting vehicle,vehicle
4366,people,activities,inspecting window,window
4367,people,activities,inspecting_food,food
4368,people,activities,inspecting_fruit,fruit
4369,people,activities,inspecting_items,item
4370,people,activities,inspecting_metal,metal
4371,people,activities,inspecting_shelves,shelf
4372,people,activities,inspecting_surface,surface
4373,people,activities,installing,installing
4374,people,activities,installing wires,wire
4375,people,activities,interacting with display,display
4376,people,activities,interacting with dog,dog
4377,people,activities,interacting with driver,driver
4378,people,activities,interacting with screen,screen
4379,people,activities,interview,interview
4380,people,activities,kicking ball,ball
4381,people,activities,leaning on cart,cart
4382,people,activities,leaning on railing,railing
4383,people,activities,leaning_on_counter,counter
4384,people,activities,leaning_out,leaning
4385,people,activities,leaning_out_of_car,car
4386,people,activities,legs crossed,leg
4387,people,activities,leveling soil,soil
4388,people,activities,lifting,lifting
4389,people,activities,lifting barbell,barbell
4390,people,activities,lifting basket,basket
4391,people,activities,lifting boxes,box
4392,people,activities,lifting lid,lid
4393,people,activities,lifting weights,weight
4394,people,activities,lifting_lid,lid
4395,people,activities,loading cart,cart
4396,people,activities,loading clothes,clothes
4397,people,activities,loading dryer,dryer
4398,people,activities,loading laundry,laundry
4399,people,activities,loading pallet,pallet
4400,people,activities,loading produce,produce
4401,people,activities,loading towels,loading
4402,people,activities,loading truck,loading
4403,people,activities,looking at computer,looking
4404,people,activities,looking at device,looking
4405,people,activities,looking at display,looking
4406,people,activities,looking at glasses,looking
4407,people,activities,looking at items,item
4408,people,activities,looking at paintings,looking
4409,people,activities,looking at product,looking
4410,people,activities,looking at stage,looking
4411,people,activities,looking back,looking
4412,people,activities,looking forward,looking
4413,people,activities,looking left,looking
4414,people,activities,looking over shoulder,looking
4415,people,activities,looking shelves,looking
4416,people,activities,looking surprised,looking
4417,people,activities,looking through microscope,looking
4418,people,activities,looking up,up
4419,people,activities,looking_at_board,looking
4420,people,activities,looking_at_screen,screen
4421,people,activities,looking_back,looking
4422,people,activities,looking_down,look
4423,people,activities,looking_over_shoulder,looking
4424,people,activities,lying back,lying
4425,people,activities,lying in bed,lying
4426,people,activities,makeup application,application
4427,people,activities,manipulating flask,manipulating
4428,people,activities,manipulating glassware,manipulating
4429,people,activities,manipulating instruments,manipulating
4430,people,activities,manipulating tool,manipulating
4431,people,activities,marking charts,marking
4432,people,activities,marking window,marking
4433,people,activities,marking_blueprint,marking
4434,people,activities,marking_plan,marking
4435,people,activities,measuring fabric,measuring
4436,people,activities,measuring lumber,measuring
4437,people,activities,medical care,care
4438,people,activities,metal cutting,cutting
4439,people,activities,metalwork,metalwork
4440,people,activities,metalworking,metalwork
4441,people,activities,milling,milling
4442,people,activities,monitor_reading,monitor
4443,people,activities,monitoring computer,monitor
4444,people,activities,monitoring flow,monitor
4445,people,activities,monitoring load,monitor
4446,people,activities,monitoring patient,monitor
4447,people,activities,monitoring scene,monitor
4448,people,activities,monitoring screens,monitor
4449,people,activities,monitoring_aisle,monitor
4450,people,activities,monitoring_field,field
4451,people,activities,monitoring_screen,screen
4452,people,activities,monitoring_site,site
4453,people,activities,mousing,mousing
4454,people,activities,mouth open,mouth
4455,people,activities,moving bag,bag
4456,people,activities,moving crate,crate
4457,people,activities,moving inward,movement
4458,people,activities,moving pallet,pallet
4459,people,activities,moving slabs,slab
4460,people,activities,moving_dirt,dirt
4461,people,activities,near cart,cart
4462,people,activities,note-taking,note
4463,people,activities,note_taking,note
4464,people,activities,observing aisle,aisle
4465,people,activities,observing art,art
4466,people,activities,observing artwork,artwork
4467,people,activities,observing bird,bird
4468,people,activities,observing camera,camera
4469,people,activities,observing car,car
4470,people,activities,observing data,data
4471,people,activities,observing display,display
4472,people,activities,observing door,door
4473,people,activities,observing equipment,equipment
4474,people,activities,observing excavator,excavator
4475,people,activities,observing extraction,extraction
4476,people,activities,observing field,field
4477,people,activities,observing fire,fire
4478,people,activities,observing panels,panel
4479,people,activities,observing plants,plant
4480,people,activities,observing samples,sample
4481,people,activities,observing screen,screen
4482,people,activities,observing screens,screen
4483,people,activities,observing site,site
4484,people,activities,observing truck,truck
4485,people,activities,observing_field,field
4486,people,activities,observing_glasses,glasses
4487,people,activities,observing_monitor,screen
4488,people,activities,observing_stage,stage
4489,people,activities,offering medication,medication
4490,people,activities,offering_hand,hand
4491,people,activities,on stage,stage
4492,people,activities,on_camera,camera
4493,people,activities,on_screen,screen
4494,people,activities,opening bag,bag
4495,people,activities,opening car door,door
4496,people,activities,opening door,door
4497,people,activities,opening fridge,fridge
4498,people,activities,opening lid,lid
4499,people,activities,opening refrigerator,refrigerator
4500,people,activities,opening truck door,door
4501,people,activities,opening trunk,trunk
4502,people,activities,opening_door,door
4503,people,activities,operate camera,camera
4504,people,activities,operating computer,computer
4505,people,activities,operating excavator,excavator
4506,people,activities,operating instrument,instrument
4507,people,activities,operating press,press
4508,people,activities,operating scanner,scanner
4509,people,activities,operating terminal,terminal
4510,people,activities,operating tool,tool
4511,people,activities,operating torch,torch
4512,people,activities,operating vehicle,vehicle
4513,people,activities,operating_device,device
4514,people,activities,operating_panel,panel
4515,people,activities,organizing,organizing
4516,people,activities,organizing produce,produce
4517,people,activities,organizing_shelf,shelf
4518,people,activities,packing,packing
4519,people,activities,paging,page
4520,people,activities,patient care,care
4521,people,activities,peeking,peeking
4522,people,activities,peering,peering
4523,people,activities,performing surgery,surgery
4524,people,activities,performing_surgery,surgery
4525,people,activities,picking,picking
4526,people,activities,picking item,item
4527,people,activities,picking tomatoes,tomato
4528,people,activities,picking_item,item
4529,people,activities,placing bottles,bottle
4530,people,activities,placing boxes,box
4531,people,activities,placing card,card
4532,people,activities,placing cookies,cookie
4533,people,activities,placing cup,cup
4534,people,activities,placing glasses,glass
4535,people,activities,placing groceries,grocery
4536,people,activities,placing hand on desk,hand
4537,people,activities,placing helmet,helmet
4538,people,activities,placing in cart,cart
4539,people,activities,placing item in cart,item
4540,people,activities,placing items,item
4541,people,activities,placing level,leveling
4542,people,activities,placing pastry,pastry
4543,people,activities,placing produce,produce
4544,people,activities,placing rebar,rebar
4545,people,activities,placing sample,sample
4546,people,activities,placing samples,sample
4547,people,activities,placing seedlings,seedling
4548,people,activities,placing tomatoes,tomato
4549,people,activities,placing tray,tray
4550,people,activities,placing tubes,tube
4551,people,activities,placing vegetables,vegetable
4552,people,activities,placing vials,vial
4553,people,activities,placing_cookies,cookie
4554,people,activities,placing_item,item
4555,people,activities,placing_items,item
4556,people,activities,placing_pipettes,pipette
4557,people,activities,plant care,plant
4558,people,activities,planting seedlings,seedling
4559,people,activities,playing,playing
4560,people,activities,playing bass,bass
4561,people,activities,playing game,game
4562,people,activities,playing keyboard,keyboard
4563,people,activities,playing soccer,soccer
4564,people,activities,playing violin,violin
4565,people,activities,playing_game,game
4566,people,activities,playing_keyboard,keyboard
4567,people,activities,pointing at monitor,screen
4568,people,activities,polishing,polishing
4569,people,activities,positioning,positioning
4570,people,activities,positioning board,board
4571,people,activities,positioning rebar,rebar
4572,people,activities,positioning wood,wood
4573,people,activities,pouring sample,sample
4574,people,activities,pouring_drinks,drink
4575,people,activities,pouring_water,water
4576,people,activities,preparing care,care
4577,people,activities,preparing drinks,drink
4578,people,activities,preparing fabric,fabric
4579,people,activities,preparing injection,injection
4580,people,activities,preparing plates,plate
4581,people,activities,preparing supplies,supply
4582,people,activities,preparing tray,tray
4583,people,activities,preparing_instruments,instrument
4584,people,activities,preparing_medical_item,item
4585,people,activities,preparing_medicine,medicine
4586,people,activities,presenting card,card
4587,people,activities,presenting plate,plate
4588,people,activities,presenting_ticket,ticket
4589,people,activities,pressing,pressing
4590,people,activities,pressing fruit,fruit
4591,people,activities,pressing_buttons,button
4592,people,activities,pressing_keys,key
4593,people,activities,processing card,card
4594,people,activities,providing care,care
4595,people,activities,prying,prying
4596,people,activities,pulling,pulling
4597,people,activities,pulling bar,bar
4598,people,activities,pulling bucket,bucket
4599,people,activities,pulling_suitcase,suitcase
4600,people,activities,pulling_tap,tap
4601,people,activities,pulling_weeds,weed
4602,people,activities,pushing broom,broom
4603,people,activities,pushing brush,brush
4604,people,activities,pushing mop,mop
4605,people,activities,pushing pallets,pallet
4606,people,activities,pushing sweeper,sweeping
4607,people,activities,putting_on_gloves,glove
4608,people,activities,racing,racing
4609,people,activities,raising arms,arm
4610,people,activities,reaching for bottle,bottle
4611,people,activities,reaching for item,item
4612,people,activities,reaching for product,product
4613,people,activities,reading data,data
4614,people,activities,reading laptop,laptop
4615,people,activities,reading notebook,notebook
4616,people,activities,reading order,order
4617,people,activities,reading screen,screen
4618,people,activities,reading sheet,sheet
4619,people,activities,reading ticket,ticket
4620,people,activities,reading_documents,document
4621,people,activities,reading_list,list
4622,people,activities,reading_notebook,notebook
4623,people,activities,reading_paper,paper
4624,people,activities,receiving,receiving
4625,people,activities,receiving card,card
4626,people,activities,receiving dental care,care
4627,people,activities,receiving dental exam,exam
4628,people,activities,receiving dental work,work
4629,people,activities,receiving exam,exam
4630,people,activities,receiving hair styling,styling
4631,people,activities,receiving hair treatment,treatment
4632,people,activities,receiving injection,injection
4633,people,activities,receiving mask,mask
4634,people,activities,receiving medication,medication
4635,people,activities,receiving service,service
4636,people,activities,receiving treatment,treatment
4637,people,activities,receiving_drink,drink
4638,people,activities,receiving_haircut,haircut
4639,people,activities,receiving_service,service
4640,people,activities,referencing monitor,screen
4641,people,activities,repair pipes,pipe
4642,people,activities,resting arms,arm
4643,people,activities,resting_hand,hand
4644,people,activities,resting_head_on_hand,head
4645,people,activities,retrieving_medication,medication
4646,people,activities,reviewing chart,chart
4647,people,activities,reviewing clipboard,clipboard
4648,people,activities,reviewing photos,photo
4649,people,activities,reviewing_charts,chart
4650,people,activities,reviewing_drawings,drawing
4651,people,activities,reviewing_notes,notes
4652,people,activities,rinsing mop,mop
4653,people,activities,rolling fabric,fabric
4654,people,activities,rowing,rowing
4655,people,activities,running with bucket,bucket
4656,people,activities,sanding wood,wood
4657,people,activities,scaling tooth,tooth
4658,people,activities,scooping ice cream,ice_cream
4659,people,activities,scooping powder,powder
4660,people,activities,seated curl,curl
4661,people,activities,seated row,row
4662,people,activities,seated_at_computer,computer
4663,people,activities,selecting,selecting
4664,people,activities,selecting beverage,beverage
4665,people,activities,selecting eggs,egg
4666,people,activities,selecting items,item
4667,people,activities,selecting pepper,pepper
4668,people,activities,selecting tomatoes,tomato
4669,people,activities,selecting vegetables,vegetable
4670,people,activities,selecting_fruit,fruit
4671,people,activities,selecting_items,item
4672,people,activities,selling produce,produce
4673,people,activities,serving ice cream,ice_cream
4674,people,activities,serving plates,plate
4675,people,activities,setting_table,table
4676,people,activities,shaping clay,clay
4677,people,activities,shelving,shelving
4678,people,activities,sifting seeds,seed
4679,people,activities,signing document,document
4680,people,activities,signing_documents,document
4681,people,activities,sipping,sipping
4682,people,activities,sitting at desk,desk
4683,people,activities,sitting in cart,cart
4684,people,activities,sitting still,sitting
4685,people,activities,skateboarding,skateboarding
4686,people,activities,sliding,sliding
